host08,5.0,0.2631305544861111
host07,5.0,0.0
host06,5.0,0.0
host05,5.0,0.0
host04,5.0,0.16946861089722223
host03,5.0,0.16848472196555556
host02,5.0,0.0
host01,5.0,0.0
host08,10.0,0.20721999948666664
host07,10.0,0.0
host06,10.0,0.0
host05,10.0,0.0
host04,10.0,0.16837777743555554
host03,10.0,0.16777888863222223
host02,10.0,0.0
host01,10.0,0.20811833269166666
host08,15.0,0.20106712934444443
host07,15.0,0.0
host06,15.0,0.0
host05,15.0,0.0
host04,15.0,0.16755430538444444
host03,15.0,0.16834925892416666
host02,15.0,0.0
host01,15.0,0.18803430903111107
host08,20.0,0.18809134616083334
host07,20.0,0.0
host06,20.0,0.0
host05,20.0,0.0
host04,20.0,0.1674687499786111
host03,20.0,0.16762916662388888
host02,20.0,0.0
host01,20.0,0.18399195175916663
host08,25.0,0.0
host07,25.0,0.0
host06,25.0,0.0
host05,25.0,0.0
host04,25.0,0.0
host03,25.0,0.1667736111111111
host02,25.0,0.1667736111111111
host01,25.0,0.0
host08,30.0,0.0
host07,30.0,0.0
host06,30.0,0.0
host05,30.0,0.0
host04,30.0,0.0
host03,30.0,0.0
host02,30.0,0.0
host01,30.0,0.0
host08,100.0,0.0
host07,100.0,0.0
host06,100.0,0.0
host05,100.0,0.0
host04,100.0,0.0
host03,100.0,2.3348305555555555
host02,100.0,2.3348305555555555
host01,100.0,0.0
host08,105.0,0.1880555554486111
host07,105.0,0.0
host06,105.0,0.0
host05,105.0,0.0
host04,105.0,0.1674152777777778
host03,105.0,0.16709444444444446
host02,105.0,0.0
host01,105.0,0.0
